ticker_id,company_id,ticker
1221,646,TRPL3
1222,646,TRPL4
1223,647,TRBR4
1224,648,TRPA4
1225,649,LUXM3
1226,649,LUXM4
1227,650,CPCA4
1228,651,TRIS3
1229,652,TPIS3
1230,653,TRMB4
1231,654,TROR3
1232,654,TROR4
1233,655,TUPY3
1234,655,TUPY4
1235,1143,UGP
1236,656,UGPA3
1237,656,UGPA4
1239,657,UBBR3
1240,657,UBBR4
1242,657,UBBR11
1243,658,UBHD3
1244,658,UBHD6
1245,659,UCAS3
1246,660,UNIP3
1247,660,UNIP5
1248,660,UNIP6
1249,1144,UPSS34
1250,1145,USSX34
1251,661,UOLL3
1252,661,UOLL4
1253,662,USIM3
1254,662,USIM5
1255,662,USIM6
1256,663,UCOP3
1257,663,UCOP4
1258,664,VAGR3
1259,665,VALE
1260,665,VALE3
1261,665,VALE5
1262,665,VALE.P
1263,666,FFTL3
1264,666,FFTL4
1265,667,VLID3
1266,668,VPSC3
1267,668,VPSC4
1268,669,VPTA3
1269,669,VPTA4
1270,670,VASP3
1271,671,NCNE3
1272,671,NCNE5
1273,1146,VERZ34
1274,672,VVAR3
1275,1147,GLOB4
1276,672,VVAR4
1277,672,VVAR11
1278,673,VINE3
1279,673,VINE5
1280,673,VINE6
1281,674,VGOR3
1282,674,VGOR4
1283,675,VIGR3
1284,1148,VISA34
1285,676,VVAX3
1286,676,VVAX4
1287,676,VVAX11
1288,677,VIVR3
1289,678,VIVO3
1290,678,VIVO4
1292,679,VTEC4
1293,680,VULC3
1294,680,VULC4
1295,1149,WALM34
1296,1150,DISB34
1297,681,WEGE3
1298,681,WEGE4
1299,1151,WFCO34
1300,682,WMBY3
1301,682,WMBY4
1302,683,WET4
1303,684,MWET3
1304,684,MWET4
1305,685,WHRL3
1306,685,WHRL4
1307,686,WHMT3
1308,687,WISA3
1309,687,WISA4
1310,688,WSON33
1311,689,SGAS3
1312,689,SGAS4
1313,1152,XRXB34
1314,690,ILMD3
1315,690,ILMD4
1316,691,ZIVI4
1317,692,XBOV11
1318,693,BOVA11
1319,694,BRAX11
1320,695,ECOO11
1321,696,CSMO11
1322,697,MOBI11
1323,698,MILA11
1324,699,SMAL11
1325,700,UTIP11
1326,701,DIVO11
1327,702,FIND11
1328,703,GOVE11
1329,704,MATB11
1330,705,ISUS11
1331,706,PIBB11
1332,38,AMBV4
1334,3,ABCB1
1336,3,ABCB2
1338,3,ABCB9
1340,3,ABCB10
1344,1153,AMBV1
1352,1153,AMBV2
1358,1153,AMBV9
1359,1153,AMBV10
1360,708,AMCE3
1361,708,AMCE6
1362,709,Arbitr Inv
1363,709,Arbitr N Inv
1364,710,Compos Inv
1365,710,Compos N Inv
1366,711,Equity Inv
1367,711,Equity N Inv
1368,712,Macro Inv
1369,712,Macro N Inv
1370,713,Trading Inv
1371,713,Trading N Inv
1372,73,BEES1
1373,73,BEES9
1374,92,BIOM9
1378,135,CAMB1
1379,135,CAMB2
1380,135,CAMB9
1381,135,CAMB10
1382,155,CELP1
1383,155,CELP9
1384,157,RANI1
1385,166,CTIP1
1386,191,CTAX12
1387,194,CSMG13
1388,194,CSMG12
1389,194,CSMG11
1390,222,DAYC9
1391,222,DAYC10
1392,261,ENGI9
1393,261,ENGI10
1394,261,ENGI13
1395,263,ENEV1
1397,263,ENEV9
1399,267,EQTL1
1402,282,VSPT3
1403,282,VSPT4
1404,1154,BCFF12B
1407,1155,FIGS12
1413,729,TRXL12
1415,310,GOLL9
1416,310,GOLL10
1417,330,IDNT9
1421,340,IDVL1
1422,340,IDVL2
1423,340,IDVL12
1424,342,INET1
1426,349,ITSA1
1428,349,ITSA2
1429,349,ITSA9
1431,349,ITSA10
1434,354,JBDU1
1435,354,JBDU2
1438,359,JFEN1
1440,359,JFEN9
1443,747,LLXL1
1444,390,LREN11
